0.594 1 "congruent" "S"
0.494 1 "incongruent" "S"
0.628 1 "congruent" "S"
0.56 1 "congruent" "S"
0.639 1 "congruent" "S"
0.549 1 "congruent" "S"
0.724 1 "congruent" "S"
0.718 1 "incongruent" "S"
0.476 1 "incongruent" "S"
0.831 0 "congruent" "S"
0.471 1 "congruent" "S"
0.674 1 "congruent" "S"
0.613 1 "congruent" "S"
0.529 1 "congruent" "S"
0.62 1 "incongruent" "S"
0.618 1 "congruent" "S"
0.488 1 "congruent" "S"
0.529 0 "incongruent" "S"
0.832 1 "incongruent" "S"
0.382 1 "incongruent" "S"
0.667 1 "incongruent" "S"
0.749 1 "congruent" "S"
0.399 1 "congruent" "S"
0.669 1 "incongruent" "S"
0.495 1 "congruent" "S"
0.478 1 "congruent" "S"
0.489 1 "incongruent" "S"
0.659 0 "incongruent" "S"
0.8 1 "congruent" "S"
0.945 1 "incongruent" "S"
0.675 1 "incongruent" "S"
0.608 1 "congruent" "S"
0.585 1 "congruent" "S"
0.631 1 "congruent" "S"
0.57 1 "incongruent" "S"
0.625 1 "incongruent" "S"
0.44 1 "incongruent" "S"
1.384 1 "incongruent" "S"
0.501 1 "incongruent" "S"
0.602 1 "incongruent" "S"
0.603 1 "congruent" "S"
0.401 1 "congruent" "S"
0.434 1 "incongruent" "S"
0.558 1 "congruent" "S"
0.401 1 "congruent" "S"
0.383 1 "congruent" "S"
0.54 1 "congruent" "S"
0.495 1 "congruent" "S"
0.547 1 "congruent" "S"
0.459 1 "congruent" "S"
0.985 1 "incongruent" "S"
1.014 1 "incongruent" "S"
0.901 1 "incongruent" "S"
0.631 1 "incongruent" "S"
0.524 1 "congruent" "S"
0.485 0 "congruent" "S"
1.273 1 "congruent" "S"
1.014 1 "incongruent" "S"
0.53 1 "congruent" "S"
0.565 1 "incongruent" "S"
0.564 1 "incongruent" "S"
0.474 0 "congruent" "S"
1.104 1 "incongruent" "S"
0.469 1 "congruent" "S"
0.705 1 "congruent" "S"
0.731 1 "congruent" "S"
0.767 1 "congruent" "S"
0.631 1 "incongruent" "S"
0.789 1 "congruent" "S"
0.873 1 "incongruent" "S"
0.565 1 "congruent" "S"
0.576 1 "congruent" "S"
0.486 1 "incongruent" "S"
0.965 1 "incongruent" "S"
0.496 1 "congruent" "S"
0.88 1 "incongruent" "S"
0.603 1 "incongruent" "S"
0.717 1 "incongruent" "S"
0.61 0 "incongruent" "S"
0.74 1 "incongruent" "S"
0.543 1 "incongruent" "S"
0.477 1 "congruent" "S"
0.678 1 "incongruent" "S"
0.422 1 "incongruent" "S"
0.541 1 "incongruent" "S"
0.668 1 "congruent" "S"
0.635 1 "incongruent" "S"
0.487 1 "incongruent" "S"
0.431 1 "congruent" "S"
0.589 1 "incongruent" "S"
0.768 1 "congruent" "S"
0.701 1 "incongruent" "S"
0.617 1 "incongruent" "S"
0.612 1 "incongruent" "S"
0.728 1 "incongruent" "S"
0.459 1 "congruent" "S"
0.687 1 "incongruent" "S"
0.647 1 "incongruent" "S"
0.492 1 "incongruent" "S"
0.81 1 "incongruent" "S"
0.575 0 "incongruent" "S"
0.462 1 "incongruent" "S"
0.841 1 "incongruent" "S"
0.487 1 "congruent" "S"
0.558 1 "incongruent" "S"
0.852 1 "congruent" "S"
0.561 1 "congruent" "S"
0.551 1 "congruent" "S"
0.565 1 "incongruent" "S"
0.489 1 "congruent" "S"
0.555 1 "congruent" "S"
0.468 1 "incongruent" "S"
0.569 1 "congruent" "S"
0.711 1 "incongruent" "S"
0.531 1 "congruent" "S"
0.489 1 "congruent" "S"
0.558 1 "congruent" "S"
0.878 1 "incongruent" "S"
0.535 1 "incongruent" "S"
0.501 1 "congruent" "S"
0.475 1 "incongruent" "S"
0.529 1 "incongruent" "S"
0.534 1 "congruent" "S"
0.429 1 "incongruent" "S"
0.833 1 "incongruent" "S"
0.628 1 "incongruent" "S"
0.57 1 "incongruent" "S"
0.622 1 "congruent" "S"
0.525 1 "congruent" "S"
0.418 1 "incongruent" "S"
0.934 1 "incongruent" "S"
0.467 1 "congruent" "S"
0.674 1 "incongruent" "S"
0.589 1 "congruent" "S"
0.737 1 "congruent" "S"
0.535 1 "congruent" "S"
0.65 1 "incongruent" "S"
0.401 1 "congruent" "S"
0.359 1 "incongruent" "S"
0.509 1 "incongruent" "S"
0.443 1 "incongruent" "S"
0.697 1 "incongruent" "S"
0.463 1 "congruent" "S"
0.596 1 "incongruent" "S"
0.497 1 "congruent" "S"
0.407 1 "incongruent" "S"
0.644 1 "incongruent" "S"
0.456 1 "incongruent" "S"
0.411 1 "congruent" "S"
0.618 0 "incongruent" "S"
0.577 1 "congruent" "S"
