0.817 1 "congruent" "S"
0.808 1 "congruent" "S"
0.59 1 "congruent" "S"
0.65 1 "incongruent" "S"
0.733 1 "congruent" "S"
0.925 0 "incongruent" "S"
1.182 1 "incongruent" "S"
0.744 1 "incongruent" "S"
0.96 1 "incongruent" "S"
0.891 1 "incongruent" "S"
0.777 1 "incongruent" "S"
0.79 1 "congruent" "S"
0.985 1 "congruent" "S"
1.058 1 "incongruent" "S"
1.477 1 "incongruent" "S"
1.14 1 "congruent" "S"
0.69 1 "congruent" "S"
1.229 1 "incongruent" "S"
0.813 1 "congruent" "S"
1.02 0 "incongruent" "S"
1.224 1 "incongruent" "S"
1.426 1 "congruent" "S"
0.639 1 "congruent" "S"
0.606 1 "congruent" "S"
0.676 1 "congruent" "S"
1.128 1 "incongruent" "S"
1.006 1 "incongruent" "S"
0.938 1 "incongruent" "S"
1.056 1 "incongruent" "S"
1.022 1 "congruent" "S"
0.835 1 "incongruent" "S"
0.778 1 "congruent" "S"
0.78 1 "congruent" "S"
1.264 1 "incongruent" "S"
1.498 1 "incongruent" "S"
0.728 1 "congruent" "S"
0.595 1 "congruent" "S"
0.762 1 "incongruent" "S"
0.854 1 "congruent" "S"
0.746 1 "incongruent" "S"
0.646 1 "incongruent" "S"
0.994 1 "incongruent" "S"
0.78 1 "incongruent" "S"
0.689 1 "congruent" "S"
0.747 1 "congruent" "S"
0.931 1 "congruent" "S"
0.758 1 "congruent" "S"
1.244 1 "incongruent" "S"
0.967 1 "congruent" "S"
0.886 1 "incongruent" "S"
1.045 1 "congruent" "S"
0.685 1 "congruent" "S"
0.951 1 "congruent" "S"
0.82 1 "incongruent" "S"
0.561 1 "incongruent" "S"
1.057 1 "incongruent" "S"
1.203 1 "congruent" "S"
1.135 1 "congruent" "S"
0.641 1 "congruent" "S"
0.786 1 "congruent" "S"
0.472 1 "congruent" "S"
0.461 1 "incongruent" "S"
0.855 1 "incongruent" "S"
1.181 1 "congruent" "S"
0.724 1 "incongruent" "S"
0.808 1 "congruent" "S"
0.551 1 "congruent" "S"
0.83 1 "congruent" "S"
1.214 1 "incongruent" "S"
0.753 1 "congruent" "S"
1.263 0 "incongruent" "S"
0.887 1 "incongruent" "S"
1.171 1 "incongruent" "S"
1.249 1 "incongruent" "S"
1.286 0 "incongruent" "S"
1.142 0 "incongruent" "S"
0.636 1 "incongruent" "S"
0.692 1 "congruent" "S"
1.244 0 "incongruent" "S"
1.458 1 "congruent" "S"
0.827 0 "incongruent" "S"
0.628 1 "congruent" "S"
0.6 1 "incongruent" "S"
0.681 1 "congruent" "S"
1.174 0 "incongruent" "S"
0.985 1 "congruent" "S"
1.288 1 "incongruent" "S"
0.591 1 "congruent" "S"
0.971 1 "incongruent" "S"
0.569 1 "congruent" "S"
0.916 1 "incongruent" "S"
1.233 0 "incongruent" "S"
0.916 0 "congruent" "S"
0.72 1 "congruent" "S"
0.478 1 "congruent" "S"
0.386 1 "congruent" "S"
1.352 1 "incongruent" "S"
0.505 1 "congruent" "S"
0.967 1 "congruent" "S"
0.951 1 "incongruent" "S"
0.638 1 "congruent" "S"
0.699 1 "congruent" "S"
0.465 1 "congruent" "S"
0.846 1 "congruent" "S"
0.579 1 "congruent" "S"
0.637 1 "congruent" "S"
0.661 1 "congruent" "S"
0.602 1 "congruent" "S"
0.984 1 "incongruent" "S"
0.855 1 "incongruent" "S"
0.58 0 "incongruent" "S"
1.25 1 "congruent" "S"
0.927 1 "incongruent" "S"
0.662 1 "congruent" "S"
1.035 1 "incongruent" "S"
0.674 1 "congruent" "S"
0.917 1 "incongruent" "S"
0.748 1 "incongruent" "S"
0.635 1 "incongruent" "S"
0.685 1 "incongruent" "S"
0.645 1 "incongruent" "S"
0.802 1 "congruent" "S"
0.88 1 "congruent" "S"
1.271 1 "incongruent" "S"
0.647 1 "incongruent" "S"
0.664 1 "congruent" "S"
0.589 1 "congruent" "S"
0.82 1 "incongruent" "S"
0.841 1 "congruent" "S"
0.592 1 "congruent" "S"
0.662 1 "congruent" "S"
0.675 0 "incongruent" "S"
0.809 1 "congruent" "S"
0.984 1 "incongruent" "S"
0.846 1 "incongruent" "S"
0.51 1 "congruent" "S"
1.001 1 "congruent" "S"
1.418 1 "incongruent" "S"
0.823 1 "congruent" "S"
1.077 1 "incongruent" "S"
0.842 1 "congruent" "S"
0.699 1 "incongruent" "S"
0.822 1 "congruent" "S"
0.639 1 "incongruent" "S"
0.844 1 "incongruent" "S"
1.136 1 "incongruent" "S"
0.768 1 "incongruent" "S"
1.278 1 "incongruent" "S"
0.808 1 "congruent" "S"
0.824 1 "incongruent" "S"
0.941 1 "incongruent" "S"
0.609 1 "congruent" "S"
0.645 1 "congruent" "S"
0.732 1 "incongruent" "S"
0.578 1 "incongruent" "S"
0.656 1 "congruent" "S"
1.132 1 "incongruent" "S"
0.491 1 "congruent" "S"
0.814 1 "incongruent" "S"
0.858 1 "incongruent" "S"
1.178 1 "incongruent" "S"
1.196 1 "incongruent" "S"
0.596 1 "congruent" "S"
1.057 0 "incongruent" "S"
0.695 1 "incongruent" "S"
1.341 1 "incongruent" "S"
0.78 1 "incongruent" "S"
0.529 1 "congruent" "S"
0.783 1 "congruent" "S"
0.694 1 "incongruent" "S"
0.587 1 "congruent" "S"
0.693 1 "incongruent" "S"
1.132 1 "incongruent" "S"
0.695 1 "congruent" "S"
0.859 1 "incongruent" "S"
0.642 1 "congruent" "S"
0.575 1 "congruent" "S"
0.567 1 "congruent" "S"
0.714 1 "congruent" "S"
1.386 1 "congruent" "S"
0.573 1 "congruent" "S"
0.731 1 "incongruent" "S"
0.746 1 "congruent" "S"
0.524 1 "incongruent" "S"
0.6 1 "congruent" "S"
1.046 1 "incongruent" "S"
0.684 1 "congruent" "S"
