0.654 1 "congruent" "S"
0.587 1 "congruent" "S"
0.749 1 "incongruent" "S"
0.505 1 "congruent" "S"
0.495 1 "congruent" "S"
0.692 1 "incongruent" "S"
0.538 1 "congruent" "S"
0.633 1 "congruent" "S"
0.535 1 "incongruent" "S"
0.482 1 "incongruent" "S"
0.56 1 "congruent" "S"
0.492 1 "incongruent" "S"
0.715 1 "incongruent" "S"
0.702 1 "congruent" "S"
0.444 1 "congruent" "S"
0.802 1 "incongruent" "S"
0.904 1 "incongruent" "S"
0.573 1 "congruent" "S"
0.667 1 "congruent" "S"
0.378 1 "incongruent" "S"
1.2 1 "incongruent" "S"
0.854 1 "incongruent" "S"
0.596 1 "incongruent" "S"
0.73 1 "congruent" "S"
0.511 1 "congruent" "S"
0.782 1 "incongruent" "S"
0.626 1 "incongruent" "S"
0.656 1 "congruent" "S"
0.502 1 "incongruent" "S"
1.187 1 "incongruent" "S"
0.53 1 "incongruent" "S"
0.568 1 "congruent" "S"
0.614 1 "incongruent" "S"
0.737 1 "incongruent" "S"
1.151 1 "incongruent" "S"
0.875 1 "congruent" "S"
0.561 1 "incongruent" "S"
0.942 1 "incongruent" "S"
0.706 1 "incongruent" "S"
0.481 1 "congruent" "S"
0.893 1 "congruent" "S"
0.586 1 "congruent" "S"
0.711 1 "congruent" "S"
1.092 1 "congruent" "S"
0.618 1 "incongruent" "S"
0.848 1 "incongruent" "S"
0.759 1 "incongruent" "S"
0.714 1 "incongruent" "S"
0.502 1 "congruent" "S"
1.139 1 "incongruent" "S"
0.938 1 "incongruent" "S"
0.79 1 "incongruent" "S"
0.556 1 "congruent" "S"
0.705 1 "congruent" "S"
0.47 1 "congruent" "S"
0.825 1 "incongruent" "S"
0.652 1 "congruent" "S"
0.866 1 "incongruent" "S"
0.801 1 "incongruent" "S"
0.703 1 "congruent" "S"
0.701 1 "congruent" "S"
0.729 1 "congruent" "S"
0.63 1 "congruent" "S"
1.037 1 "incongruent" "S"
0.776 1 "congruent" "S"
1.378 1 "incongruent" "S"
0.816 1 "congruent" "S"
0.668 1 "congruent" "S"
0.618 1 "congruent" "S"
0.552 1 "congruent" "S"
0.618 1 "congruent" "S"
0.641 1 "congruent" "S"
1.04 1 "incongruent" "S"
0.819 1 "incongruent" "S"
0.714 1 "incongruent" "S"
0.776 1 "congruent" "S"
0.637 1 "congruent" "S"
0.548 1 "incongruent" "S"
0.873 1 "incongruent" "S"
0.599 1 "congruent" "S"
1.174 1 "incongruent" "S"
1.019 1 "incongruent" "S"
0.519 1 "congruent" "S"
0.651 1 "congruent" "S"
0.585 1 "incongruent" "S"
0.575 1 "congruent" "S"
0.526 1 "congruent" "S"
0.721 1 "incongruent" "S"
0.775 1 "incongruent" "S"
0.668 1 "congruent" "S"
0.816 1 "congruent" "S"
0.542 0 "incongruent" "S"
1.46 1 "incongruent" "S"
0.675 1 "congruent" "S"
0.593 1 "congruent" "S"
0.495 1 "congruent" "S"
0.572 1 "incongruent" "S"
0.505 1 "congruent" "S"
