1 0.799 "H" "A"
1 0.955 "H" "A"
1 0.743 "H" "A"
1 0.732 "H" "A"
1 0.729 "H" "A"
1 0.765 "H" "A"
1 0.842 "H" "A"
0 0.93 "H" "A"
1 0.759 "H" "A"
1 0.628 "H" "A"
0 0.605 "H" "A"
1 0.61 "H" "A"
1 0.827 "H" "A"
0 0.592 "H" "A"
0 0.532 "H" "A"
1 0.584 "H" "A"
1 0.557 "H" "A"
1 0.618 "H" "A"
1 0.646 "H" "A"
1 0.522 "H" "A"
1 0.751 "H" "A"
1 0.59 "M" "A"
1 0.563 "M" "A"
1 0.543 "M" "A"
1 0.564 "M" "A"
1 0.776 "M" "A"
1 0.645 "M" "A"
1 0.953 "M" "A"
1 0.574 "M" "A"
1 0.826 "M" "A"
1 0.679 "M" "A"
1 0.555 "M" "A"
1 0.56 "M" "A"
1 0.748 "M" "A"
1 0.529 "M" "A"
1 0.542 "M" "A"
1 0.626 "M" "A"
1 0.591 "M" "A"
1 0.804 "M" "A"
1 0.936 "M" "A"
1 0.525 "M" "A"
1 0.678 "M" "A"
1 0.513 "M" "A"
1 0.478 "M" "A"
1 0.491 "M" "A"
1 0.526 "H" "A"
1 0.635 "H" "A"
1 0.567 "H" "A"
1 0.7 "H" "A"
1 0.601 "H" "A"
1 0.773 "H" "A"
1 0.586 "H" "A"
1 0.566 "H" "A"
1 0.667 "H" "A"
1 0.511 "H" "A"
1 0.42 "H" "A"
1 0.52 "H" "A"
1 0.548 "H" "A"
1 0.592 "H" "A"
1 0.684 "H" "A"
1 0.473 "H" "A"
1 0.51 "H" "A"
1 0.666 "H" "A"
1 0.799 "H" "A"
1 0.86 "H" "A"
1 0.904 "H" "A"
1 0.549 "H" "A"
1 0.506 "H" "A"
1 0.814 "H" "A"
1 0.674 "H" "A"
1 0.606 "L" "A"
1 0.562 "L" "A"
1 0.551 "L" "A"
1 0.595 "L" "A"
1 0.488 "L" "A"
1 0.693 "L" "A"
1 0.585 "L" "A"
1 0.59 "L" "A"
1 0.507 "L" "A"
1 0.519 "L" "A"
1 0.459 "L" "A"
1 0.496 "L" "A"
1 0.564 "L" "A"
1 0.448 "L" "A"
1 0.525 "L" "A"
1 0.529 "L" "A"
1 0.51 "L" "A"
1 0.49 "L" "A"
1 0.711 "L" "A"
1 0.795 "L" "A"
1 0.599 "L" "A"
1 0.54 "L" "A"
1 0.528 "L" "A"
1 0.499 "L" "A"
1 0.679 "L" "A"
1 0.603 "M" "A"
1 0.719 "M" "A"
1 0.867 "M" "A"
1 0.576 "M" "A"
1 0.565 "M" "A"
1 0.561 "M" "A"
1 0.83 "M" "A"
1 0.635 "M" "A"
1 0.655 "M" "A"
0 0.579 "M" "A"
1 0.664 "M" "A"
1 0.709 "M" "A"
1 0.881 "M" "A"
1 0.597 "M" "A"
1 0.658 "M" "A"
1 0.55 "M" "A"
1 0.834 "M" "A"
1 0.582 "M" "A"
1 0.824 "M" "A"
1 0.684 "M" "A"
1 0.937 "M" "A"
1 0.67 "M" "A"
1 0.762 "M" "A"
1 0.854 "M" "A"
1 0.777 "L" "A"
1 0.477 "L" "A"
1 0.506 "L" "A"
1 0.559 "L" "A"
1 0.539 "L" "A"
1 0.416 "L" "A"
1 0.533 "L" "A"
1 0.553 "L" "A"
1 0.669 "L" "A"
1 0.578 "L" "A"
1 0.631 "L" "A"
1 0.507 "L" "A"
1 0.6 "L" "A"
1 0.524 "L" "A"
1 0.577 "L" "A"
1 0.622 "L" "A"
1 0.57 "L" "A"
1 0.638 "L" "A"
1 0.602 "L" "A"
1 0.582 "L" "A"
1 0.411 "L" "A"
1 0.584 "L" "A"
1 0.644 "L" "A"
1 0.615 "L" "A"
1 0.636 "L" "A"
1 0.753 "H" "S"
1 0.613 "H" "S"
1 0.682 "H" "S"
1 0.83 "H" "S"
1 0.594 "H" "S"
1 0.702 "H" "S"
1 0.787 "H" "S"
1 0.76 "H" "S"
1 0.78 "H" "S"
1 0.649 "H" "S"
1 0.79 "H" "S"
