1 0.589 "L" "A"
1 0.486 "L" "A"
1 0.275 "L" "A"
1 0.792 "L" "A"
1 0.852 "L" "A"
1 0.801 "L" "A"
1 0.542 "L" "A"
1 0.586 "L" "A"
1 0.447 "L" "A"
1 0.539 "L" "A"
1 0.544 "L" "A"
1 0.453 "L" "A"
1 0.577 "L" "A"
1 0.614 "L" "A"
1 0.498 "L" "A"
1 0.679 "L" "A"
1 0.555 "L" "A"
1 0.416 "L" "A"
1 0.564 "L" "A"
1 0.673 "L" "A"
1 0.604 "H" "A"
1 0.496 "H" "A"
1 0.476 "H" "A"
1 0.513 "H" "A"
1 0.509 "H" "A"
1 0.506 "H" "A"
0 0.718 "H" "A"
1 0.514 "H" "A"
1 0.567 "H" "A"
1 0.411 "H" "A"
1 0.504 "H" "A"
1 0.705 "H" "A"
1 0.694 "H" "A"
1 0.507 "H" "A"
1 0.423 "H" "A"
1 0.555 "H" "A"
1 0.704 "H" "A"
1 0.645 "H" "A"
1 0.544 "H" "A"
1 0.485 "H" "A"
1 0.506 "H" "A"
1 0.862 "H" "A"
1 0.53 "H" "A"
1 0.527 "H" "A"
1 0.538 "M" "A"
1 0.758 "M" "A"
1 0.571 "M" "A"
1 0.528 "M" "A"
1 0.524 "M" "A"
1 0.526 "M" "A"
1 0.442 "M" "A"
1 0.583 "M" "A"
1 0.483 "M" "A"
1 0.535 "M" "A"
1 0.563 "M" "A"
1 0.504 "M" "A"
1 0.701 "M" "A"
1 0.537 "M" "A"
1 0.606 "M" "A"
1 0.491 "M" "A"
1 0.439 "M" "A"
1 0.436 "M" "A"
0 0.537 "M" "A"
1 0.581 "M" "A"
1 0.578 "M" "A"
1 0.366 "M" "A"
1 0.475 "M" "A"
1 0.552 "M" "A"
1 0.491 "H" "A"
1 0.536 "H" "A"
1 0.676 "H" "A"
1 0.774 "H" "A"
1 0.594 "H" "A"
1 0.695 "H" "A"
1 0.812 "H" "A"
1 0.696 "H" "A"
1 0.676 "H" "A"
0 0.784 "H" "A"
1 0.588 "H" "A"
1 0.601 "H" "A"
1 0.581 "H" "A"
1 0.61 "H" "A"
1 0.511 "H" "A"
1 0.659 "H" "A"
1 0.552 "H" "A"
1 0.565 "H" "A"
1 0.665 "H" "A"
1 0.686 "H" "A"
1 0.587 "H" "A"
0 0.535 "H" "A"
1 0.628 "H" "A"
1 0.625 "H" "A"
1 0.571 "M" "A"
1 0.464 "M" "A"
1 0.421 "M" "A"
0 0.409 "M" "A"
1 0.525 "M" "A"
1 0.498 "M" "A"
1 0.63 "M" "A"
1 0.875 "M" "A"
1 0.544 "M" "A"
1 0.628 "M" "A"
1 0.448 "M" "A"
1 0.5 "M" "A"
1 0.488 "M" "A"
1 0.501 "M" "A"
1 0.465 "M" "A"
1 0.413 "M" "A"
1 0.498 "M" "A"
1 0.471 "M" "A"
1 0.523 "M" "A"
1 0.488 "M" "A"
1 0.629 "M" "A"
1 0.529 "M" "A"
1 0.526 "M" "A"
1 0.523 "M" "A"
1 0.55 "M" "A"
1 0.649 "L" "A"
1 0.398 "L" "A"
1 0.858 "L" "A"
1 0.518 "L" "A"
1 0.41 "L" "A"
1 0.423 "L" "A"
1 0.396 "L" "A"
1 0.288 "L" "A"
1 0.357 "L" "A"
1 0.394 "L" "A"
1 0.414 "L" "A"
1 0.338 "L" "A"
1 0.495 "L" "A"
1 0.443 "L" "A"
1 0.399 "L" "A"
1 0.42 "L" "A"
1 0.425 "L" "A"
1 0.365 "L" "A"
1 0.474 "L" "A"
1 0.423 "L" "A"
1 0.451 "L" "A"
1 0.448 "L" "A"
1 0.333 "L" "A"
1 0.369 "L" "A"
1 0.422 "L" "A"
1 0.782 "H" "S"
1 0.794 "H" "S"
1 0.63 "H" "S"
1 0.611 "H" "S"
1 0.591 "H" "S"
1 0.564 "H" "S"
1 0.569 "H" "S"
1 0.549 "H" "S"
1 0.646 "H" "S"
1 0.658 "H" "S"
1 0.535 "H" "S"
1 0.54 "H" "S"
1 0.664 "H" "S"
1 0.589 "H" "S"
1 0.538 "H" "S"
1 0.51 "H" "S"
1 0.667 "H" "S"
1 0.688 "H" "S"
1 0.604 "H" "S"
1 0.543 "H" "S"
1 0.764 "H" "S"
1 0.512 "H" "S"
1 0.469 "H" "S"
1 0.433 "H" "S"
1 0.725 "M" "S"
1 0.569 "M" "S"
1 0.518 "M" "S"
1 0.531 "M" "S"
1 0.559 "M" "S"
1 0.468 "M" "S"
1 0.465 "M" "S"
1 0.469 "M" "S"
0 0.713 "M" "S"
1 0.878 "M" "S"
1 0.89 "M" "S"
1 0.71 "M" "S"
1 0.587 "M" "S"
1 0.424 "M" "S"
1 0.476 "M" "S"
1 0.601 "M" "S"
0 0.566 "M" "S"
1 0.69 "M" "S"
1 0.511 "M" "S"
1 0.468 "M" "S"
1 0.512 "M" "S"
1 0.5 "M" "S"
1 0.433 "M" "S"
1 0.485 "M" "S"
1 0.457 "M" "S"
1 0.62 "L" "S"
1 0.537 "L" "S"
1 0.397 "L" "S"
1 0.377 "L" "S"
1 0.405 "L" "S"
1 0.394 "L" "S"
1 0.406 "L" "S"
1 0.451 "L" "S"
1 0.391 "L" "S"
1 0.396 "L" "S"
1 0.408 "L" "S"
1 0.469 "L" "S"
1 0.426 "L" "S"
1 0.414 "L" "S"
1 0.403 "L" "S"
1 0.408 "L" "S"
1 0.436 "L" "S"
1 0.408 "L" "S"
1 0.469 "L" "S"
1 0.433 "L" "S"
1 0.358 "L" "S"
1 0.45 "L" "S"
1 0.519 "L" "S"
1 0.363 "L" "S"
1 0.448 "L" "S"
1 0.563 "M" "S"
1 0.559 "M" "S"
1 0.46 "M" "S"
1 0.585 "M" "S"
1 0.437 "M" "S"
1 0.426 "M" "S"
1 0.567 "M" "S"
1 0.483 "M" "S"
1 0.52 "M" "S"
1 0.485 "M" "S"
1 0.561 "M" "S"
1 0.526 "M" "S"
1 0.667 "M" "S"
1 0.871 "M" "S"
1 0.484 "M" "S"
1 0.512 "M" "S"
1 0.492 "M" "S"
1 0.433 "M" "S"
0 0.869 "M" "S"
1 0.602 "M" "S"
1 0.534 "M" "S"
1 0.459 "M" "S"
1 0.447 "M" "S"
1 0.548 "M" "S"
1 0.608 "M" "S"
1 0.676 "H" "S"
1 0.456 "H" "S"
1 0.419 "H" "S"
1 0.48 "H" "S"
0 0.437 "H" "S"
1 0.633 "H" "S"
1 0.437 "H" "S"
1 0.522 "H" "S"
0 0.591 "H" "S"
1 0.563 "H" "S"
1 0.663 "H" "S"
1 0.611 "H" "S"
1 0.592 "H" "S"
1 0.556 "H" "S"
1 0.369 "H" "S"
1 0.445 "H" "S"
1 0.833 "H" "S"
1 0.606 "H" "S"
1 0.642 "H" "S"
1 0.55 "H" "S"
1 0.491 "H" "S"
1 0.616 "H" "S"
1 0.596 "H" "S"
1 0.576 "H" "S"
1 0.669 "H" "S"
1 0.383 "L" "S"
1 0.419 "L" "S"
1 0.407 "L" "S"
1 0.363 "L" "S"
1 0.408 "L" "S"
1 0.437 "L" "S"
1 0.473 "L" "S"
1 0.454 "L" "S"
1 0.419 "L" "S"
1 0.375 "L" "S"
1 0.38 "L" "S"
1 0.384 "L" "S"
1 0.485 "L" "S"
1 0.41 "L" "S"
1 0.358 "L" "S"
1 0.387 "L" "S"
1 0.392 "L" "S"
1 0.38 "L" "S"
1 0.377 "L" "S"
1 0.382 "L" "S"
1 0.33 "L" "S"
1 0.479 "L" "S"
1 0.372 "L" "S"
1 0.4 "L" "S"
1 0.428 "L" "S"
