"rt" "key_press" "correct_response" "correct" "condition" "stim_color" "stim_word" "session" "subj" "stim" "rtoutlier"
508 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
418 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
1309 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" TRUE
459 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
495 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
638 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
852 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
1265 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" TRUE
656 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
527 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
1331 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" TRUE
971 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
1171 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" TRUE
677 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
498 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
752 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
462 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
466 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
466 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
797 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
619 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
525 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
732 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
690 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
647 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
451 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
803 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
622 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
820 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
657 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
477 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
584 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
782 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
556 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
1042 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
390 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
531 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
509 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
437 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
402 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
825 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
535 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
493 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
578 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
496 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
604 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
557 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
910 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
859 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
451 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
703 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
414 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
465 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
513 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
581 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
515 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
393 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
460 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
917 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
729 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
527 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
893 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
507 82 82 "TRUE" "incongruent" "red" "blue" "1" 19 "A" NA
486 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
410 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
807 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
788 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
441 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
661 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
532 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
514 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
600 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
476 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
673 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
469 66 66 "TRUE" "incongruent" "blue" "red" "1" 19 "A" NA
729 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
479 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
381 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
372 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
833 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
671 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
749 66 66 "TRUE" "incongruent" "blue" "green" "1" 19 "A" NA
651 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
585 71 71 "TRUE" "congruent" "green" "green" "1" 19 "A" NA
407 82 82 "TRUE" "congruent" "red" "red" "1" 19 "A" NA
595 66 66 "TRUE" "congruent" "blue" "blue" "1" 19 "A" NA
927 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
533 71 71 "TRUE" "incongruent" "green" "blue" "1" 19 "A" NA
465 71 71 "TRUE" "incongruent" "green" "red" "1" 19 "A" NA
692 82 82 "TRUE" "incongruent" "red" "green" "1" 19 "A" NA
572 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
538 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
635 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
401 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
576 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
410 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
613 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
663 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
941 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
599 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
510 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
584 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
479 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
469 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
452 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
491 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
519 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
507 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
513 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
992 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
513 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
530 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
984 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
875 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
506 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
487 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
421 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
387 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
470 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
518 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
506 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
405 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
439 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
570 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
473 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
538 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
447 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
454 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
360 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
336 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
499 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
597 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
501 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
575 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
454 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
555 66 71 "FALSE" "incongruent" "green" "blue" "2" 19 "S" NA
1052 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
775 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
532 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
544 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
570 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
706 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
443 71 71 "TRUE" "incongruent" "green" "blue" "2" 19 "S" NA
522 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
512 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
1016 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
702 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
572 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
610 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
520 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
590 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
808 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
870 71 71 "TRUE" "incongruent" "green" "red" "2" 19 "S" NA
860 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
645 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
469 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
558 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
715 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
593 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
512 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
477 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
443 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
601 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
443 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
719 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
495 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
676 82 82 "TRUE" "incongruent" "red" "green" "2" 19 "S" NA
621 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
444 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
738 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
513 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
495 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
536 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
873 82 82 "TRUE" "incongruent" "red" "blue" "2" 19 "S" NA
518 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
552 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
676 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
500 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
520 66 66 "TRUE" "incongruent" "blue" "green" "2" 19 "S" NA
452 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
395 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
336 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
587 71 71 "TRUE" "congruent" "green" "green" "2" 19 "S" NA
505 66 66 "TRUE" "congruent" "blue" "blue" "2" 19 "S" NA
753 66 66 "TRUE" "incongruent" "blue" "red" "2" 19 "S" NA
511 82 82 "TRUE" "congruent" "red" "red" "2" 19 "S" NA
977 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
477 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
391 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
499 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
488 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
623 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
657 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
393 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
611 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
788 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
478 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
540 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
776 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
619 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
456 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
501 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
856 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
766 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
687 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
597 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
633 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
439 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
423 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
1056 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
541 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
440 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
945 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
811 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
867 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
529 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
1047 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
580 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
614 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
603 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
519 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
592 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
772 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
865 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
709 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
632 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
548 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
942 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
970 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
489 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
848 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
591 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
661 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
644 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
779 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
535 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
920 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
729 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
965 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
580 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
762 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
436 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
567 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
1135 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
583 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
735 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
600 82 82 "TRUE" "incongruent" "red" "blue" "1" 2 "S" NA
679 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
802 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
588 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
538 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
1051 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
505 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
905 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
809 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
1090 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
519 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
691 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
961 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
472 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
573 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
669 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
743 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
579 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
669 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
467 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
482 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
585 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
1071 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
574 82 82 "TRUE" "congruent" "red" "red" "1" 2 "S" NA
540 66 66 "TRUE" "incongruent" "blue" "red" "1" 2 "S" NA
535 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
552 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
749 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
718 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
529 71 71 "TRUE" "incongruent" "green" "blue" "1" 2 "S" NA
496 71 71 "TRUE" "incongruent" "green" "red" "1" 2 "S" NA
633 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
1249 82 82 "TRUE" "incongruent" "red" "green" "1" 2 "S" NA
938 66 66 "TRUE" "incongruent" "blue" "green" "1" 2 "S" NA
463 71 71 "TRUE" "congruent" "green" "green" "1" 2 "S" NA
468 66 66 "TRUE" "congruent" "blue" "blue" "1" 2 "S" NA
960 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
564 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
601 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
711 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
442 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
687 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
581 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
788 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
607 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
1019 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
721 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
640 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
453 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
619 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
633 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
1079 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
437 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
531 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
665 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
565 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
763 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
1009 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
820 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
1178 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
-1 -1 71 "FALSE" "congruent" "green" "green" "2" 2 "A" TRUE
622 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
354 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
688 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
582 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
531 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
778 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
624 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
550 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
756 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
778 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
-1 -1 66 "FALSE" "congruent" "blue" "blue" "2" 2 "A" TRUE
952 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
544 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
638 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
660 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
559 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
461 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
1034 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
749 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
932 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
680 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
813 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
466 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
840 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
654 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
477 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
474 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
560 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
863 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
650 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
942 82 71 "FALSE" "incongruent" "green" "red" "2" 2 "A" NA
1229 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
682 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
518 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
1003 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
715 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
978 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
614 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
594 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
881 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
494 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
516 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
538 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
1232 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
1043 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
1073 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
703 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
819 66 66 "TRUE" "incongruent" "blue" "red" "2" 2 "A" NA
695 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
355 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
641 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
917 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
755 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
777 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
783 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
765 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
993 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
748 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
767 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
780 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
652 82 82 "TRUE" "congruent" "red" "red" "2" 2 "A" NA
720 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
453 71 71 "TRUE" "incongruent" "green" "blue" "2" 2 "A" NA
908 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
656 66 66 "TRUE" "incongruent" "blue" "green" "2" 2 "A" NA
663 71 71 "TRUE" "congruent" "green" "green" "2" 2 "A" NA
875 66 66 "TRUE" "congruent" "blue" "blue" "2" 2 "A" NA
904 82 82 "TRUE" "incongruent" "red" "blue" "2" 2 "A" NA
485 82 82 "TRUE" "incongruent" "red" "green" "2" 2 "A" NA
619 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
402 71 71 "TRUE" "incongruent" "green" "red" "2" 2 "A" NA
552 82 82 "TRUE" "congruent" "red" "red" "1" 20 "S" NA
968 71 71 "TRUE" "incongruent" "green" "blue" "1" 20 "S" NA
619 66 66 "TRUE" "congruent" "blue" "blue" "1" 20 "S" NA
514 82 82 "TRUE" "congruent" "red" "red" "1" 20 "S" NA
751 66 66 "TRUE" "incongruent" "blue" "green" "1" 20 "S" NA
559 71 71 "TRUE" "incongruent" "green" "blue" "1" 20 "S" NA
