"rt" "key_press" "correct_response" "correct" "condition" "stim_color" "stim_word" "session" "subj" "stim" "rtoutlier"
651 66 66 "TRUE" "congruent" "blue" "blue" "1" 24 "S" NA
585 71 71 "TRUE" "incongruent" "green" "blue" "1" 24 "S" NA
575 82 82 "TRUE" "congruent" "red" "red" "1" 24 "S" NA
526 71 71 "TRUE" "congruent" "green" "green" "1" 24 "S" NA
721 82 82 "TRUE" "incongruent" "red" "green" "1" 24 "S" NA
775 66 66 "TRUE" "incongruent" "blue" "green" "1" 24 "S" NA
668 66 66 "TRUE" "congruent" "blue" "blue" "1" 24 "S" NA
816 66 66 "TRUE" "congruent" "blue" "blue" "1" 24 "S" NA
542 82 66 "FALSE" "incongruent" "blue" "red" "1" 24 "S" NA
1460 71 71 "TRUE" "incongruent" "green" "blue" "1" 24 "S" TRUE
675 66 66 "TRUE" "congruent" "blue" "blue" "1" 24 "S" NA
593 82 82 "TRUE" "congruent" "red" "red" "1" 24 "S" NA
495 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
572 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
505 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
447 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
476 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
513 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
473 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
459 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
603 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
1213 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
553 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
558 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
574 82 66 "FALSE" "incongruent" "blue" "red" "2" 24 "A" NA
799 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
951 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
514 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
394 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
575 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
749 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
587 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
513 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
515 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
1076 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
575 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
701 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
521 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
569 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
486 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
572 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
619 71 82 "FALSE" "incongruent" "red" "green" "2" 24 "A" NA
793 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
647 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
616 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
865 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
973 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
785 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
494 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
621 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
548 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
937 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
689 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
407 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
765 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
878 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
549 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
723 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
499 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
767 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
514 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
406 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
461 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
819 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
614 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
589 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
445 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
654 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
561 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
842 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
643 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
479 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
601 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
595 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
712 66 82 "FALSE" "incongruent" "red" "blue" "2" 24 "A" NA
636 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
896 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
916 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
665 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
721 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
600 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
1006 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
720 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
666 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
851 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
587 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
845 82 82 "TRUE" "incongruent" "red" "blue" "2" 24 "A" NA
652 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
471 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
861 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
532 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
583 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
586 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
657 82 82 "TRUE" "incongruent" "red" "green" "2" 24 "A" NA
736 71 71 "TRUE" "incongruent" "green" "red" "2" 24 "A" NA
592 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
460 66 66 "TRUE" "congruent" "blue" "blue" "2" 24 "A" NA
663 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
907 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
778 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
577 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
719 66 66 "TRUE" "incongruent" "blue" "green" "2" 24 "A" NA
605 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
593 71 71 "TRUE" "congruent" "green" "green" "2" 24 "A" NA
713 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
935 66 66 "TRUE" "incongruent" "blue" "red" "2" 24 "A" NA
797 71 71 "TRUE" "incongruent" "green" "blue" "2" 24 "A" NA
593 82 82 "TRUE" "congruent" "red" "red" "2" 24 "A" NA
817 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
808 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
590 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
650 66 66 "TRUE" "incongruent" "blue" "red" "1" 26 "S" NA
733 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
925 82 66 "FALSE" "incongruent" "blue" "red" "1" 26 "S" NA
1182 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
744 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
960 71 71 "TRUE" "incongruent" "green" "blue" "1" 26 "S" NA
891 71 71 "TRUE" "incongruent" "green" "red" "1" 26 "S" NA
777 71 71 "TRUE" "incongruent" "green" "blue" "1" 26 "S" NA
790 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
985 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
1058 66 66 "TRUE" "incongruent" "blue" "red" "1" 26 "S" NA
1477 82 82 "TRUE" "incongruent" "red" "green" "1" 26 "S" NA
1140 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
690 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
1229 71 71 "TRUE" "incongruent" "green" "red" "1" 26 "S" NA
813 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
1020 82 66 "FALSE" "incongruent" "blue" "red" "1" 26 "S" NA
1224 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
1426 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
639 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
606 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
676 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
1128 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
1006 82 82 "TRUE" "incongruent" "red" "green" "1" 26 "S" NA
938 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
1056 66 66 "TRUE" "incongruent" "blue" "red" "1" 26 "S" NA
1022 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
835 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
778 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
780 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
1264 82 82 "TRUE" "incongruent" "red" "green" "1" 26 "S" NA
-1 -1 71 "FALSE" "congruent" "green" "green" "1" 26 "S" NA
1498 71 71 "TRUE" "incongruent" "green" "red" "1" 26 "S" NA
728 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
595 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
762 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
854 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
746 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
646 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
994 71 71 "TRUE" "incongruent" "green" "blue" "1" 26 "S" NA
780 66 66 "TRUE" "incongruent" "blue" "red" "1" 26 "S" NA
689 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
747 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
931 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
758 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
1244 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
967 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
886 82 82 "TRUE" "incongruent" "red" "green" "1" 26 "S" NA
1045 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
685 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
951 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
820 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
561 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
1057 66 66 "TRUE" "incongruent" "blue" "red" "1" 26 "S" NA
1203 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
1135 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
-1 -1 82 "FALSE" "congruent" "red" "red" "1" 26 "S" NA
641 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
786 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
472 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
461 66 66 "TRUE" "incongruent" "blue" "red" "1" 26 "S" NA
855 71 71 "TRUE" "incongruent" "green" "red" "1" 26 "S" NA
1181 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
724 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
808 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
551 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
830 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
1214 71 71 "TRUE" "incongruent" "green" "blue" "1" 26 "S" NA
753 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
1263 71 82 "FALSE" "incongruent" "red" "green" "1" 26 "S" NA
887 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
1171 82 82 "TRUE" "incongruent" "red" "green" "1" 26 "S" NA
1249 71 71 "TRUE" "incongruent" "green" "red" "1" 26 "S" NA
1286 71 82 "FALSE" "incongruent" "red" "green" "1" 26 "S" NA
1142 66 71 "FALSE" "incongruent" "green" "blue" "1" 26 "S" NA
636 71 71 "TRUE" "incongruent" "green" "blue" "1" 26 "S" NA
692 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
1244 82 71 "FALSE" "incongruent" "green" "red" "1" 26 "S" NA
1458 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
827 66 71 "FALSE" "incongruent" "green" "blue" "1" 26 "S" NA
-1 -1 82 "FALSE" "congruent" "red" "red" "1" 26 "S" NA
628 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
600 66 66 "TRUE" "incongruent" "blue" "green" "1" 26 "S" NA
681 66 66 "TRUE" "congruent" "blue" "blue" "1" 26 "S" NA
1174 82 71 "FALSE" "incongruent" "green" "red" "1" 26 "S" NA
985 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
1288 82 82 "TRUE" "incongruent" "red" "blue" "1" 26 "S" NA
591 71 71 "TRUE" "congruent" "green" "green" "1" 26 "S" NA
971 82 82 "TRUE" "incongruent" "red" "green" "1" 26 "S" NA
569 82 82 "TRUE" "congruent" "red" "red" "1" 26 "S" NA
916 71 71 "TRUE" "incongruent" "green" "blue" "1" 26 "S" NA
1233 82 71 "FALSE" "incongruent" "green" "red" "1" 26 "S" NA
916 71 66 "FALSE" "congruent" "blue" "blue" "1" 26 "S" NA
720 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
478 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
386 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
1352 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
505 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
967 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
951 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
638 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
699 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
465 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
846 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
579 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
637 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
661 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
602 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
984 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
855 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
580 71 66 "FALSE" "incongruent" "blue" "green" "2" 26 "A" NA
1250 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
927 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
662 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
1035 82 82 "TRUE" "incongruent" "red" "blue" "2" 26 "A" NA
674 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
917 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
748 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
635 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
685 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
645 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
802 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
880 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
1271 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
647 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
664 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
589 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
820 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
841 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
592 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
662 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
675 66 71 "FALSE" "incongruent" "green" "blue" "2" 26 "A" NA
809 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
984 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
846 82 82 "TRUE" "incongruent" "red" "blue" "2" 26 "A" NA
510 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
1001 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
1418 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
823 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
1077 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
842 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
-1 -1 82 "FALSE" "incongruent" "red" "blue" "2" 26 "A" NA
699 82 82 "TRUE" "incongruent" "red" "blue" "2" 26 "A" NA
822 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
639 82 82 "TRUE" "incongruent" "red" "blue" "2" 26 "A" NA
844 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
1136 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
768 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
1278 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
-1 -1 82 "FALSE" "incongruent" "red" "blue" "2" 26 "A" NA
808 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
824 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
941 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
609 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
645 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
732 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
578 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
656 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
1132 82 82 "TRUE" "incongruent" "red" "blue" "2" 26 "A" NA
491 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
814 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
858 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
1178 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
1196 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
596 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
1057 82 71 "FALSE" "incongruent" "green" "red" "2" 26 "A" NA
695 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
1341 71 71 "TRUE" "incongruent" "green" "blue" "2" 26 "A" NA
780 71 71 "TRUE" "incongruent" "green" "red" "2" 26 "A" NA
529 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
783 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
694 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
587 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
693 66 66 "TRUE" "incongruent" "blue" "green" "2" 26 "A" NA
1132 66 66 "TRUE" "incongruent" "blue" "red" "2" 26 "A" NA
695 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
859 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
642 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
575 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
567 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
714 66 66 "TRUE" "congruent" "blue" "blue" "2" 26 "A" NA
1386 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
573 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
731 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
746 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
524 82 82 "TRUE" "incongruent" "red" "green" "2" 26 "A" NA
600 82 82 "TRUE" "congruent" "red" "red" "2" 26 "A" NA
1046 82 82 "TRUE" "incongruent" "red" "blue" "2" 26 "A" NA
684 71 71 "TRUE" "congruent" "green" "green" "2" 26 "A" NA
-1 -1 66 "false" "congruent" "blue" "blue" "1" 27 "A" TRUE
915 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
621 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
560 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
680 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
884 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
696 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
561 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
967 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
624 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
932 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
1213 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
628 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
1254 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
804 66 71 "false" "incongruent" "green" "blue" "1" 27 "A" NA
775 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
686 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
1175 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
607 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
552 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
837 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
513 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
513 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
940 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
1076 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
1132 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
873 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
604 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
598 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
530 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
407 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
714 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
593 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
851 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
1046 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
543 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
784 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
1170 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
722 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
914 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
524 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
514 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
503 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
526 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
822 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
519 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
630 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
834 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
790 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
1491 82 82 "true" "incongruent" "red" "green" "1" 27 "A" TRUE
683 66 66 "true" "incongruent" "blue" "red" "1" 27 "A" NA
558 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
540 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
531 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
-1 -1 66 "false" "incongruent" "blue" "red" "1" 27 "A" TRUE
624 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
798 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
475 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
565 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
991 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
395 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
431 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
470 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
470 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
436 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
598 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
802 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
508 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
649 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
474 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
526 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
459 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
594 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
430 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
644 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
566 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
476 82 82 "true" "incongruent" "red" "green" "1" 27 "A" NA
915 82 82 "true" "incongruent" "red" "blue" "1" 27 "A" NA
589 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
576 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
532 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
521 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
454 71 71 "true" "congruent" "green" "green" "1" 27 "A" NA
633 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
623 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
480 66 66 "true" "incongruent" "blue" "green" "1" 27 "A" NA
538 66 66 "true" "congruent" "blue" "blue" "1" 27 "A" NA
999 82 82 "true" "congruent" "red" "red" "1" 27 "A" NA
443 71 71 "true" "incongruent" "green" "blue" "1" 27 "A" NA
622 71 71 "true" "incongruent" "green" "red" "1" 27 "A" NA
